0.61678,0.63048,0.65104,0.94572,1.0965,0.61678,1.2473,1.5351,1.2473,0.95258,1.0965,1.3363,1.8161,0.89775,0.85663,0.83607,0.51398,0.44545,0.24671,0.35636,0.21245
0.60307,0.59622,1.0417,0.80181,0.70587,1.1239,1.0828,1.3363,1.2404,1.1513,0.97314,1.1719,1.8024,1.1033,1.0211,0.68531,0.53454,0.41804,0.30154,0.34265,0.30154
0.39063,0.5688,0.85663,0.95258,0.94572,1.0485,1.1171,1.2678,1.1445,1.3089,1.1856,1.3775,1.4734,0.93887,1.4117,0.69216,0.41118,0.37692,0.25356,0.19189,0.39063
0.60992,0.69901,0.74698,0.86349,0.97999,0.69216,0.98684,1.3363,1.4186,1.1239,1.2404,1.494,1.679,1.028,1.398,0.94572,0.54139,0.39748,0.37007,0.31524,0.38377
0.76069,0.61678,0.53454,0.76754,0.76754,1.0005,1.3775,1.7681,1.2541,0.93202,1.213,1.1993,1.7201,1.1513,1.1787,0.69216,0.42489,0.30839,0.37007,0.17133,0.31524
0.79496,0.53454,0.6716,0.74013,0.65789,1.0485,1.0348,1.7681,0.91146,1.3706,1.028,1.1924,1.6516,1.1445,1.3912,0.7881,0.41118,0.19189,0.17818,0.25356,0.25356
0.68531,0.38377,0.71272,0.69901,0.9937,0.95943,0.9937,1.7612,1.1582,1.1993,0.93887,1.1102,1.4391,0.9937,1.4597,1.0417,0.47971,0.32209,0.26042,0.30839,0.25356
0.47971,0.66475,0.7744,0.91146,0.86349,0.93202,0.97999,1.7338,0.72643,1.3295,0.94572,1.3226,1.1993,0.91146,1.1376,0.71957,0.34265,0.15077,0.2193,0.30839,0.39748
0.74698,0.63734,0.63734,0.76069,0.74013,0.79496,0.89775,1.9942,1.2747,1.0965,1.0554,1.0348,1.5419,1.1171,1.0143,0.81552,0.38377,0.32209,0.30839,0.2193,0.39063
0.61678,0.54139,0.62363,0.59622,0.74013,0.83607,1.1924,1.6036,1.0828,1.2747,1.1924,1.2815,1.6584,0.97999,1.4049,0.52083,0.26727,0.26727,0.22615,0.26042,0.24671
0.4523,0.56195,0.44545,0.90461,0.8909,1.261,0.86349,1.1924,1.2404,1.0143,1.0622,1.3295,1.7955,0.91146,1.3843,0.65104,0.28098,0.34265,0.34951,0.28098,0.25356
0.6716,0.60307,0.61678,0.60992,0.79496,0.97314,1.0554,1.5077,1.0965,1.1856,1.1856,1.2473,1.7955,0.95943,1.3226,0.84978,0.58936,0.23986,0.24671,0.20559,0.32209
0.56195,0.69901,0.62363,0.62363,1.0143,0.70587,0.91831,1.4049,1.2336,1.4323,1.1308,1.3432,1.6653,1.5077,1.1102,0.79496,0.27412,0.28783,0.24671,0.29468,0.4386
0.6716,0.53454,0.63734,0.74013,1.1513,1.0622,0.95943,1.4666,1.1445,1.261,1.5351,1.3432,1.6105,0.93887,1.0554,0.64419,0.25356,0.34265,0.34265,0.19189,0.31524
0.41804,0.47971,0.58251,0.83607,0.81552,0.82237,0.84978,1.4597,1.261,1.2267,1.2267,1.446,1.8914,0.84978,1.1582,0.63048,0.29468,0.34951,0.34265,0.34265,0.23986
0.21245,0.4523,0.60992,0.52083,0.86349,0.91146,0.97314,1.4734,1.2198,1.0896,1.3432,1.3295,1.5625,1.4529,1.7612,0.39063,0.32209,0.10965,0.22615,0.32209,0.21245
0.24671,0.68531,0.45916,0.71272,0.80181,0.6716,1.0759,1.3775,1.1376,1.1856,1.2198,1.3295,1.8024,1.1033,1.3775,0.45916,0.42489,0.28783,0.39063,0.35636,0.19874
0.52083,0.51398,0.60307,0.75384,0.80866,0.8909,1.1582,1.5488,1.2198,1.494,1.3295,1.1308,1.2678,1.2061,1.2198,0.43174,0.35636,0.2193,0.38377,0.26042,0.28783
0.42489,0.41804,0.63734,0.61678,0.71272,0.6716,0.87719,1.3569,1.3089,1.0074,1.1239,1.3295,1.3363,1.6721,1.1993,0.54139,0.26042,0.3358,0.30154,0.26727,0.24671
0.30154,0.57566,0.50027,0.68531,0.76069,0.86349,1.0965,1.3638,1.3295,1.3363,0.95258,1.0622,1.5077,1.3158,1.0759,0.60992,0.37007,0.37692,0.24671,0.22615,0.21245
0.35636,0.5551,0.57566,0.5688,0.60307,0.93202,1.0348,1.3089,1.0485,1.1856,0.96628,1.3706,1.2678,1.2678,1.0759,0.50027,0.26042,0.17818,0.21245,0.19189,0.233
0.30154,0.41804,0.79496,0.54139,0.96628,0.80181,1.0965,1.1102,1.2061,0.97999,0.9937,1.2952,1.5008,1.1924,1.3363,0.52083,0.31524,0.18503,0.15077,0.34265,0.19874
0.26042,0.47286,0.66475,0.51398,0.76069,0.89775,0.87034,1.3226,1.0074,1.3638,1.0485,1.261,1.5625,1.4803,1.3843,0.48657,0.30839,0.32209,0.19189,0.28783,0.19189
0.28783,0.65789,0.46601,0.50713,0.61678,1.0554,0.93202,1.1033,1.0143,1.1582,1.0211,1.3843,1.4803,1.3295,1.1171,0.76069,0.233,0.36321,0.17818,0.15762,0.28098
0.41118,0.41118,0.35636,0.47971,0.6716,1.1513,1.0211,1.2884,1.0485,1.1993,1.0691,1.4666,1.3158,1.5077,1.165,0.49342,0.25356,0.3358,0.25356,0.28783,0.26042
0.31524,0.42489,0.26042,0.65104,0.54825,0.90461,1.165,1.2815,1.2404,0.96628,1.1719,1.3089,1.3638,1.3912,0.9937,0.57566,0.28783,0.26042,0.40433,0.39063,0.28783
0.37007,0.54825,0.50027,0.5688,0.63048,1.028,0.80181,1.5556,1.4734,0.9937,1.2541,1.1993,1.398,1.5008,1.0143,0.44545,0.29468,0.18503,0.17133,0.39748,0.233
0.30839,0.40433,0.34265,0.47286,0.69901,0.67845,0.8909,1.6173,1.2541,1.0691,1.3089,1.2884,1.213,1.7818,1.1033,0.44545,0.30839,0.23986,0.28783,0.3358,0.25356
0.30154,0.39748,0.35636,0.52083,0.71957,0.71272,0.95943,1.3569,1.3501,1.213,1.1787,1.5419,1.1719,1.8229,1.0554,0.3358,0.16447,0.16447,0.26727,0.20559,0.2193
0.30839,0.41804,0.4523,0.60992,0.89775,1.1993,1.0759,1.4871,1.5214,1.165,1.0691,1.4186,1.2404,1.6721,0.93887,0.4523,0.29468,0.19874,0.2193,0.18503,0.233
0.29468,0.43174,0.13021,0.48657,0.71957,0.9937,1.0211,1.0554,1.0896,1.3021,1.0896,1.4049,1.0828,1.631,0.9937,0.59622,0.41118,0.28783,0.17133,0.2193,0.19189
0.19189,0.49342,0.32209,0.53454,0.7744,0.93887,1.2678,1.4049,1.3501,1.2404,1.2336,1.4391,1.5145,1.3912,1.1924,0.51398,0.20559,0.37692,0.20559,0.18503,0.22615
0.25356,0.26042,0.42489,0.38377,0.52083,0.87719,1.0348,1.213,1.1308,1.1924,1.1582,1.4803,1.5077,1.6379,1.1102,0.52083,0.24671,0.18503,0.40433,0.28098,0.34265
0.36321,0.13021,0.3358,0.37007,0.5688,0.95258,1.3843,1.3089,1.2404,1.398,1.0896,1.1033,1.6105,1.7749,0.83607,0.31524,0.17133,0.29468,0.32209,0.233,0.14391
0.20559,0.37007,0.39063,0.36321,0.69216,0.84978,1.5351,1.2404,1.1445,1.165,0.93887,1.213,1.7612,1.7475,0.7744,0.37692,0.31524,0.28783,0.25356,0.41118,0.30154
0.19189,0.29468,0.31524,0.45916,0.95943,0.90461,1.1924,1.261,1.4734,1.3501,0.80866,1.4734,1.3158,1.7064,0.95258,0.49342,0.30839,0.2193,0.16447,0.37007,0.24671
0.2193,0.32209,0.4386,0.48657,0.67845,1.1787,1.1445,0.91831,1.3706,1.1239,1.1924,1.3021,1.3843,1.9668,0.82922,0.39063,0.19189,0.46601,0.24671,0.12336,0.23986
0.24671,0.44545,0.39063,0.4386,0.56195,0.69901,0.94572,1.2952,1.6036,1.213,1.3501,1.4186,1.2678,1.6173,0.79496,0.45916,0.38377,0.46601,0.28098,0.28098,0.233
0.27412,0.19874,0.50713,0.67845,0.67845,0.78125,0.96628,1.4186,1.5694,1.1171,1.2336,1.5214,1.5282,1.4803,0.93887,0.31524,0.28783,0.26042,0.20559,0.30154,0.27412
0.39748,0.27412,0.32895,0.30839,0.64419,0.97314,1.1308,1.5694,1.261,1.1582,1.3295,1.2678,1.261,2.1107,1.0485,0.32209,0.31524,0.19874,0.35636,0.10965,0.233
0.31524,0.34265,0.36321,0.50713,0.38377,0.80866,1.2815,1.6721,1.3706,1.4254,0.97999,1.3226,1.5282,1.8092,0.63048,0.47286,0.23986,0.19874,0.20559,0.22615,0.10965
0.43174,0.50713,0.36321,0.32895,0.34951,0.91146,1.3775,1.3501,1.4049,1.4117,0.9937,1.5694,1.2678,1.9942,0.74013,0.34265,0.28783,0.10965,0.29468,0.30154,0.15762
0.40433,0.35636,0.32209,0.51398,0.3358,1.2061,1.1308,1.3158,1.2198,1.494,1.0211,1.3912,1.727,2.3917,0.5551,0.32209,0.34951,0.23986,0.2193,0.17133,0.26727
0.22615,0.30154,0.34951,0.40433,0.61678,1.2267,1.4597,1.1856,1.3295,1.446,1.1102,1.8777,1.6653,2.0833,0.7881,0.27412,0.23986,0.22615,0.13021,0.34951,0.26042
0.2193,0.26727,0.35636,0.28098,0.52083,0.84978,1.4254,1.3021,1.2336,1.2473,1.5008,1.7475,1.4597,2.0354,0.76069,0.30154,0.28783,0.32895,0.26727,0.25356,0.28783
0.16447,0.40433,0.2193,0.29468,0.63734,0.87719,1.3638,1.2884,1.5145,1.1856,1.2404,1.4666,1.3501,1.8709,0.69901,0.39748,0.17818,0.23986,0.18503,0.17818,0.17133
0.28783,0.30154,0.16447,0.48657,0.66475,0.78125,1.8298,1.2061,1.5625,1.1239,1.2952,1.3363,1.261,1.9668,0.41118,0.27412,0.22615,0.21245,0.18503,0.22615,0.23986
0.26042,0.41118,0.26727,0.44545,0.4523,0.80181,1.4186,1.5077,1.2473,1.2198,1.4186,1.7955,1.3843,2.241,0.62363,0.41118,0.50027,0.41118,0.2193,0.19189,0.20559
0.29468,0.26042,0.32209,0.32209,0.41118,1.1582,1.4734,1.6036,1.4049,0.98684,1.3569,1.9189,1.7407,2.2615,0.42489,0.3358,0.19189,0.26727,0.21245,0.25356,0.34951
0.30839,0.38377,0.31524,0.28783,0.48657,0.75384,1.5762,1.3295,1.2404,1.5214,1.6584,1.6653,1.8572,2.3643,0.50027,0.39063,0.30839,0.43174,0.21245,0.1028,0.43174
0.19874,0.31524,0.36321,0.37692,0.35636,1.0828,1.446,1.3226,1.0828,1.3158,1.5077,1.5762,1.5556,2.1519,0.69216,0.32895,0.18503,0.45916,0.27412,0.16447,0.17133
0.19874,0.4523,0.52769,0.31524,0.53454,0.89775,1.3638,1.4734,1.5831,1.2815,1.3706,1.4117,1.8709,1.6036,0.37692,0.21245,0.095943,0.40433,0.2193,0.22615,0.18503
0.15762,0.32209,0.34951,0.25356,0.35636,0.95258,1.6242,1.5694,1.6721,1.3706,1.5282,1.4597,1.8092,1.7749,0.50027,0.32895,0.26042,0.36321,0.28783,0.20559,0.16447
0.28098,0.25356,0.30154,0.19189,0.37007,0.76754,1.3912,1.2541,1.446,1.5282,1.4391,1.6242,1.7338,1.96,0.58936,0.2193,0.20559,0.3358,0.20559,0.22615,0.32209
0.2193,0.16447,0.34265,0.3358,0.49342,0.72643,1.3089,1.2678,1.398,1.7064,1.2884,1.7201,1.8435,1.8846,0.59622,0.18503,0.18503,0.28783,0.26042,0.24671,0.25356
0.21245,0.27412,0.34951,0.32895,0.50713,0.71957,2.0217,1.4186,1.5762,1.5968,1.1787,1.6105,1.679,1.5899,0.66475,0.26727,0.34265,0.24671,0.19874,0.26727,0.26727
0.30839,0.30154,0.25356,0.4523,0.38377,0.82237,1.8709,1.5488,1.6447,1.5762,1.3089,1.7338,1.6242,1.5831,0.60307,0.31524,0.24671,0.31524,0.17818,0.2193,0.20559
0.36321,0.32895,0.26727,0.34951,0.4523,0.94572,1.2747,1.8503,1.4323,1.9257,1.5214,1.6996,2.1107,1.7407,0.38377,0.28783,0.19189,0.3358,0.28783,0.20559,0.30154
0.19874,0.233,0.38377,0.31524,0.3358,0.82237,1.261,1.7887,1.6242,2.0765,1.6927,1.6584,2.7755,1.9052,0.39748,0.35636,0.28098,0.28098,0.20559,0.13021,0.37692
0.17818,0.17133,0.19874,0.37007,0.34265,0.45916,1.2404,2.1107,1.679,1.6584,1.3501,1.5831,2.1107,2.1793,0.46601,0.38377,0.26042,0.27412,0.25356,0.18503,0.23986
0.17818,0.17133,0.31524,0.40433,0.53454,0.51398,1.1239,2.3438,1.8298,2.0285,1.5419,1.6721,2.1107,1.6927,0.40433,0.31524,0.34265,0.31524,0.19189,0.28098,0.25356
0.21245,0.12336,0.19189,0.30154,0.42489,0.5688,1.3501,1.8914,1.7201,2.4877,1.6927,1.8161,2.1793,1.3295,0.43174,0.23986,0.22615,0.32895,0.22615,0.075384,0.30154
0.18503,0.1028,0.31524,0.41804,0.50027,0.6716,1.0348,2.1313,1.7133,1.6927,1.6242,1.9052,2.4945,1.3089,0.32209,0.29468,0.28098,0.3358,0.27412,0.068531,0.35636
0.15762,0.25356,0.34265,0.32209,0.29468,0.70587,1.1719,2.0354,1.7681,1.9668,2.1998,2.3232,2.9879,1.4391,0.3358,0.30154,0.233,0.27412,0.18503,0.25356,0.21245
0.27412,0.19189,0.49342,0.45916,0.34951,0.50027,1.3569,1.7064,2.1176,2.0285,2.241,1.7133,2.7412,1.3638,0.37007,0.34265,0.31524,0.40433,0.21245,0.21245,0.23986
0.27412,0.17818,0.31524,0.34951,0.46601,0.69901,1.2541,2.1313,1.8298,1.6242,1.8298,1.912,2.6179,1.1308,0.45916,0.35636,0.52769,0.39063,0.37692,0.17818,0.16447
0.2193,0.12336,0.32209,0.23986,0.3358,0.62363,1.1787,1.9052,1.8435,1.912,1.8024,1.8914,2.9742,1.3158,0.37692,0.26042,0.28783,0.15762,0.13706,0.28783,0.17818
0.22615,0.25356,0.36321,0.32895,0.39748,0.5688,1.1993,1.8503,1.6721,1.9189,1.679,1.7133,2.4877,1.1513,0.23986,0.24671,0.34265,0.18503,0.24671,0.20559,0.22615
0.1165,0.17818,0.24671,0.34265,0.36321,0.56195,1.1102,2.2684,2.0696,1.8572,1.7887,1.7681,2.5151,1.1445,0.46601,0.29468,0.21245,0.21245,0.23986,0.20559,0.30154
0.22615,0.26727,0.32895,0.29468,0.32209,0.50027,1.1102,2.4671,2.0696,1.7407,1.7818,2.1039,2.4328,1.1102,0.50027,0.16447,0.28098,0.2193,0.23986,0.27412,0.28098
0.26042,0.27412,0.35636,0.30839,0.26042,0.53454,1.2198,2.4671,1.7955,2.0011,1.7064,2.1861,2.563,0.93202,0.47286,0.28098,0.21245,0.14391,0.20559,0.22615,0.27412
0.17818,0.28783,0.30154,0.39063,0.27412,0.47286,0.98684,2.7823,1.8572,2.1107,1.8229,2.426,2.8098,0.97314,0.43174,0.41118,0.2193,0.29468,0.30154,0.22615,0.19874
0.3358,0.233,0.32209,0.26727,0.19189,0.26727,1.1445,2.611,1.8846,1.9463,1.96,2.0422,3.0633,1.1171,0.54825,0.32895,0.32895,0.24671,0.13021,0.233,0.16447
0.21245,0.30839,0.34265,0.32209,0.23986,0.69216,1.2198,2.0559,2.0559,1.864,2.1107,2.2547,3.0291,0.96628,0.44545,0.3358,0.29468,0.17818,0.26042,0.28783,0.10965
0.26727,0.17818,0.37692,0.32895,0.37007,0.36321,0.97999,2.3438,1.9531,1.6721,2.0765,2.2889,3.3854,0.78125,0.30839,0.37692,0.22615,0.26042,0.26042,0.15762,0.12336
0.32895,0.21245,0.32895,0.28783,0.44545,0.64419,1.1033,2.4603,1.8092,1.9052,2.2958,2.5493,2.7001,1.0417,0.3358,0.30154,0.32209,0.32209,0.29468,0.22615,0.17133
0.22615,0.26042,0.19874,0.26727,0.36321,0.59622,1.1171,2.378,2.0696,1.9668,1.7749,2.3643,2.8509,0.81552,0.52083,0.37007,0.46601,0.36321,0.12336,0.15077,0.20559
0.23986,0.34951,0.32209,0.32209,0.29468,0.32209,0.82237,2.844,1.7681,1.9874,1.96,1.9942,2.9194,0.93887,0.50713,0.28783,0.34951,0.40433,0.21245,0.18503,0.22615
0.2193,0.3358,0.32895,0.41804,0.27412,0.46601,0.95258,2.8646,2.1039,1.8092,2.0422,2.2272,3.4471,0.84293,0.41804,0.38377,0.30839,0.15762,0.24671,0.30839,0.34265
0.21245,0.30839,0.29468,0.47971,0.34265,0.54139,0.82237,2.6727,2.0765,2.426,2.1724,2.4671,3.3032,0.38377,0.4386,0.3358,0.23986,0.26042,0.15077,0.26042,0.24671
0.26042,0.2193,0.21245,0.31524,0.28098,0.41804,0.80866,2.2684,2.7549,2.1107,1.9531,2.3986,3.0359,0.7881,0.42489,0.38377,0.17133,0.26042,0.19189,0.21245,0.23986
0.22615,0.4523,0.233,0.49342,0.28098,0.47971,0.80866,2.0354,2.659,2.1724,2.1519,2.2821,2.892,0.76069,0.37692,0.38377,0.21245,0.24671,0.16447,0.19189,0.15762
0.21245,0.29468,0.21245,0.28783,0.37692,0.44545,0.92516,2.3095,2.1313,2.4191,2.3026,2.6521,3.1524,0.84978,0.26042,0.2193,0.14391,0.20559,0.17818,0.26042,0.17133
0.21245,0.30154,0.28098,0.29468,0.48657,0.54139,0.81552,2.8029,2.2135,2.5082,2.0696,2.9879,3.2209,0.90461,0.37692,0.26727,0.27412,0.21245,0.18503,0.20559,0.15077
0.24671,0.26727,0.233,0.25356,0.47286,0.28783,0.71272,2.4054,2.5151,2.6042,2.4534,3.2895,3.1661,0.73328,0.34951,0.21245,0.233,0.26727,0.21245,0.31524,0.28783
0.26727,0.16447,0.30154,0.27412,0.34951,0.5551,0.6716,2.33,2.7823,2.5768,2.474,3.5704,2.7686,0.82237,0.34265,0.26727,0.13021,0.25356,0.18503,0.26042,0.25356
0.29468,0.2193,0.26727,0.31524,0.31524,0.54139,0.56195,2.5973,2.7618,2.3095,2.4877,3.0976,2.3917,0.70587,0.30839,0.31524,0.27412,0.34265,0.28098,0.22615,0.17133
0.32209,0.25356,0.30839,0.28783,0.25356,0.45916,0.6716,2.4123,3.0565,1.9052,2.8166,3.5019,2.2547,0.5551,0.54139,0.29468,0.38377,0.26042,0.19189,0.31524,0.20559
0.18503,0.28098,0.13706,0.29468,0.35636,0.32209,0.74013,2.1998,3.1113,2.3438,2.4877,3.5842,2.7001,0.57566,0.4386,0.17133,0.19189,0.31524,0.19189,0.20559,0.16447
0.28783,0.32895,0.26727,0.47286,0.27412,0.39748,0.5688,2.0079,3.2346,2.5768,2.6042,3.824,2.3917,0.4523,0.30839,0.2193,0.26727,0.28783,0.25356,0.28098,0.24671
0.30839,0.15077,0.17133,0.26727,0.40433,0.64419,0.48657,2.0833,2.9948,2.8098,2.6658,3.7829,2.3986,0.69901,0.37007,0.30839,0.3358,0.22615,0.22615,0.19874,0.17133
0.37692,0.25356,0.28783,0.34951,0.24671,0.233,0.6716,2.3712,2.9605,2.7549,2.5288,3.6664,1.6859,0.57566,0.54825,0.42489,0.24671,0.20559,0.2193,0.17133,0.32895
0.28783,0.37007,0.29468,0.38377,0.28783,0.5551,0.66475,2.0696,2.8098,2.6521,2.7686,3.8514,1.912,0.68531,0.40433,0.37692,0.37007,0.2193,0.30839,0.233,0.2193
0.14391,0.31524,0.41118,0.22615,0.31524,0.37692,0.79496,2.0902,3.2826,2.5493,2.4603,3.7623,2.0079,0.58251,0.47286,0.27412,0.28098,0.37007,0.24671,0.20559,0.19189
0.21245,0.35636,0.43174,0.35636,0.44545,0.26727,0.73328,2.4191,3.3306,2.9331,2.2272,3.6527,1.6653,0.63048,0.48657,0.30154,0.23986,0.2193,0.29468,0.13021,0.12336
0.17133,0.30839,0.22615,0.34265,0.37692,0.38377,0.69216,1.8503,3.3854,2.9468,2.3712,4.0365,1.7407,0.63048,0.37007,0.26042,0.18503,0.18503,0.26727,0.13706,0.16447
0.25356,0.34951,0.26727,0.32895,0.36321,0.43174,0.72643,1.8709,3.0496,3.2072,2.9605,4.1393,1.4803,0.52769,0.39063,0.16447,0.24671,0.17133,0.15762,0.20559,0.36321
0.30839,0.22615,0.37007,0.38377,0.47286,0.44545,0.56195,1.912,3.5704,3.1867,3.2004,4.7355,1.5831,0.71272,0.48657,0.32209,0.29468,0.233,0.30839,0.23986,0.30154
0.29468,0.15762,0.25356,0.36321,0.4523,0.54825,0.62363,1.679,2.9126,3.0154,2.7344,4.9068,1.5282,0.52769,0.29468,0.22615,0.39063,0.30839,0.26727,0.18503,0.233
0.23986,0.19189,0.3358,0.233,0.26042,0.52769,0.80181,1.4529,2.8783,3.125,3.2141,4.4613,1.5968,0.53454,0.48657,0.29468,0.30154,0.24671,0.2193,0.17818,0.22615
0.233,0.24671,0.49342,0.37007,0.34951,0.49342,0.76754,1.3021,3.3786,3.4197,3.5225,4.338,1.4666,0.54825,0.4523,0.34951,0.39748,0.233,0.17818,0.18503,0.10965
0.34265,0.22615,0.16447,0.24671,0.29468,0.36321,0.7744,1.2473,3.5704,3.5499,3.406,4.8451,1.6173,0.58936,0.52769,0.29468,0.35636,0.31524,0.14391,0.22615,0.12336
0.32209,0.30839,0.3358,0.34265,0.20559,0.30839,0.80181,1.3295,3.5842,3.8651,3.7349,4.7697,1.4049,0.56195,0.39063,0.4386,0.31524,0.35636,0.2193,0.14391,0.082237
0.20559,0.37692,0.28098,0.39748,0.30154,0.65104,0.74698,1.6173,3.6801,3.4265,3.8994,4.4134,1.398,0.58251,0.48657,0.32209,0.17818,0.25356,0.15077,0.17818,0.14391
0.28098,0.37007,0.24671,0.39748,0.4523,0.50713,0.92516,1.2336,3.6321,4.1667,3.5773,4.5641,1.2952,0.65789,0.39063,0.18503,0.26727,0.24671,0.18503,0.26727,0.1028
0.26042,0.36321,0.19189,0.32895,0.44545,0.34951,0.78125,1.4666,3.3443,4.804,3.9474,4.7492,1.3501,0.56195,0.44545,0.34265,0.17818,0.34951,0.15762,0.25356,0.082237
0.30839,0.17133,0.34951,0.30154,0.40433,0.64419,0.65789,1.4254,3.5773,4.2489,3.7144,4.9548,1.2747,0.52083,0.29468,0.35636,0.28098,0.30154,0.41118,0.26727,0.21245
0.18503,0.28098,0.51398,0.28098,0.35636,0.60992,0.76069,1.3295,2.9948,5.4345,3.9679,4.7492,1.3501,0.87719,0.48657,0.29468,0.16447,0.28783,0.34951,0.34951,0.18503
0.28098,0.30839,0.48657,0.32209,0.42489,0.46601,0.46601,1.3295,3.3443,4.5299,3.824,4.7081,1.2061,0.71272,0.40433,0.36321,0.42489,0.28098,0.23986,0.19189,0.26042
0.22615,0.2193,0.233,0.29468,0.35636,0.26042,0.58251,1.1171,3.687,4.571,4.2009,4.1393,1.1033,0.53454,0.52083,0.31524,0.18503,0.28783,0.25356,0.26727,0.082237
0.19874,0.233,0.26042,0.28783,0.44545,0.37007,0.65104,1.0622,3.358,5.4276,4.6258,4.009,0.98684,0.67845,0.49342,0.37692,0.30154,0.25356,0.2193,0.18503,0.08909
0.21245,0.31524,0.233,0.24671,0.30154,0.47286,0.60307,1.261,3.2621,5.0027,4.1255,4.4065,0.91831,0.58936,0.39748,0.27412,0.29468,0.31524,0.17133,0.17133,0.18503
0.26727,0.29468,0.28098,0.28098,0.38377,0.47971,0.80866,1.3158,3.2141,4.6532,4.5162,4.4613,0.97999,0.57566,0.39748,0.44545,0.29468,0.19874,0.233,0.15077,0.22615
0.26042,0.10965,0.15077,0.28098,0.54139,0.38377,0.61678,0.87034,3.4814,4.8109,5.0713,3.9542,0.74013,0.59622,0.3358,0.36321,0.16447,0.15762,0.19874,0.26727,0.20559
0.27412,0.15762,0.29468,0.25356,0.34951,0.61678,0.52769,1.0622,2.9194,5.27,4.9479,3.5704,0.96628,0.51398,0.22615,0.34265,0.30839,0.26727,0.27412,0.26042,0.27412
0.37007,0.19874,0.28783,0.233,0.23986,0.35636,0.52083,1.0211,2.8714,4.8246,5.222,3.5293,0.7744,0.51398,0.19874,0.23986,0.36321,0.233,0.15077,0.13021,0.16447
